field,field_category,journal_name,issn,issn_alt,publisher,sjr_rank,sjr_score,areas
Microbiology,Applied Microbiology and Biotechnology,International Journal of Biological Sciences,1449-2288,,Ivyspring International Publisher,848,2.715,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
Microbiology,Applied Microbiology and Biotechnology,Biotechnology Advances,1873-1899,0734-9750,Elsevier Inc.,877,2.662,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Immunology and Microbiology"
Microbiology,Applied Microbiology and Biotechnology,npj Biofilms and Microbiomes,2055-5008,,Nature Publishing Group,1049,2.37,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
Microbiology,Applied Microbiology and Biotechnology,Reviews in Environmental Science and Biotechnology,1569-1705,1572-9826,Springer Science and Business Media B.V.,1071,2.338,Environmental Science; Immunology and Microbiology
Microbiology,Microbiology,EcoSal Plus,2324-6200,,American Society for Microbiology,1077,2.331,Immunology and Microbiology
Microbiology,Applied Microbiology and Biotechnology,Journal of Nanobiotechnology,1477-3155,,BioMed Central Ltd,1125,2.282,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Immunology and Microbiology; Materials Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
Microbiology,Virology,Current Opinion in Virology,1879-6265,1879-6257,Elsevier B.V.,1391,2.034,Immunology and Microbiology
Microbiology,Microbiology,Virus Evolution,2057-1577,,Oxford University Press,1583,1.9,Immunology and Microbiology
Microbiology,Microbiology,mBio,2161-2129,2150-7511,American Society for Microbiology,1605,1.885,Immunology and Microbiology
Molecular & Cell Biology,Cell Biology,Nature Reviews Molecular Cell Biology,1471-0072,1471-0080,Nature Research,3,37.353,"Biochemistry, Genetics and Molecular Biology"
Molecular & Cell Biology,Cell Biology,Cell Metabolism,1550-4131,1932-7420,Cell Press,60,11.989,"Biochemistry, Genetics and Molecular Biology"
Molecular & Cell Biology,Cell Biology,Cell Stem Cell,1934-5909,1875-9777,Cell Press,96,9.313,"Biochemistry, Genetics and Molecular Biology"
Molecular & Cell Biology,Cell Biology,Molecular Cell,1097-4164,1097-2765,Cell Press,101,9.051,"Biochemistry, Genetics and Molecular Biology"
Molecular & Cell Biology,Cell Biology,Cell Research,1748-7838,1001-0602,Springer Nature,105,8.74,"Biochemistry, Genetics and Molecular Biology"
Molecular & Cell Biology,Cell Biology,Annual Review of Plant Biology,1545-2123,1543-5008,Annual Reviews Inc.,121,8.258,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Molecular & Cell Biology,Cell Biology,Nature Cell Biology,1476-4679,1465-7392,Nature Research,140,7.711,"Biochemistry, Genetics and Molecular Biology"
Molecular & Cell Biology,Cell Biology,Nature Metabolism,2522-5812,,Springer Berlin,142,7.529,"Biochemistry, Genetics and Molecular Biology; Medicine"
Molecular & Cell Biology,Molecular Medicine,Pharmacological Reviews,1521-0081,0031-6997,Elsevier Inc.,182,6.603,"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
Molecular & Cell Biology,Molecular Biology,Nature Structural and Molecular Biology,1545-9993,1545-9985,Nature Research,201,6.187,"Biochemistry, Genetics and Molecular Biology"
Molecular & Cell Biology,Cell Biology,Genome Biology,1474-760X,1474-7596,BioMed Central Ltd,233,5.71,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Molecular & Cell Biology,Cell Biology,Nature Chemical Biology,1552-4469,1552-4450,Nature Research,248,5.521,"Biochemistry, Genetics and Molecular Biology"
Molecular & Cell Biology,Molecular Biology,Molecular Plant,1674-2052,1752-9867,Cell Press,249,5.519,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Molecular & Cell Biology,Cell Biology,Trends in Cell Biology,0962-8924,1879-3088,Elsevier Ltd,255,5.455,"Biochemistry, Genetics and Molecular Biology"
Molecular & Cell Biology,Cell Biology,Cell Systems,2405-4720,2405-4712,Cell Press,297,4.943,"Biochemistry, Genetics and Molecular Biology; Medicine"
Multidisciplinary,Multidisciplinary,Nature,1476-4687,0028-0836,Nature Research,21,18.288,Multidisciplinary
Multidisciplinary,Multidisciplinary,Innovation,2666-6758,,Cell Press,124,8.218,Multidisciplinary
Multidisciplinary,Multidisciplinary,Science Advances,2375-2548,,American Association for the Advancement of Science,367,4.324,Multidisciplinary
Multidisciplinary,Multidisciplinary,Exploration,2766-2098,2766-8509,John Wiley and Sons Inc,376,4.231,Multidisciplinary
Multidisciplinary,Multidisciplinary,Proceedings of the National Academy of Sciences of the United States of America,1091-6490,0027-8424,National Academy of Sciences,567,3.414,Multidisciplinary
Multidisciplinary,Multidisciplinary,National Science Review,2095-5138,2053-714X,Oxford University Press,765,2.903,Multidisciplinary
Multidisciplinary,Multidisciplinary,Science Bulletin,2095-9273,2095-9281,Elsevier B.V.,897,2.614,Multidisciplinary
Multidisciplinary,Multidisciplinary,Journal of Advanced Research,2090-1224,2090-1232,Elsevier B.V.,914,2.576,Multidisciplinary
Multidisciplinary,Multidisciplinary,Research,2639-5274,2096-5168,American Association for the Advancement of Science,1110,2.299,Multidisciplinary
Multidisciplinary,Multidisciplinary,Electron,2751-2614,2751-2606,John Wiley and Sons Inc,1155,2.251,Multidisciplinary
Multidisciplinary,Multidisciplinary,Transactions of Tianjin University,1006-4982,1995-8196,Tianjin Daxue/Tianjin University,1808,1.756,Multidisciplinary
Multidisciplinary,Multidisciplinary,Precision Chemistry,2771-9316,,American Chemical Society,2045,1.646,Multidisciplinary
Multidisciplinary,Multidisciplinary,iScience,2589-0042,,Elsevier Inc.,2834,1.363,Multidisciplinary
Multidisciplinary,Multidisciplinary,PNAS Nexus,2752-6542,,National Academy of Sciences,3565,1.198,Multidisciplinary
Multidisciplinary,Multidisciplinary,Fundamental Research,2096-9457,2667-3258,KeAi Communications Co.,3646,1.182,Multidisciplinary
Nephrology & Urology,Nephrology,Kidney International Supplements,2157-1716,2157-1724,Elsevier B.V.,73,10.788,Medicine
Nephrology & Urology,Urology,European Urology,1873-7560,0302-2838,Elsevier B.V.,113,8.529,Medicine
Nephrology & Urology,Nephrology,Nature Reviews Nephrology,1759-507X,1759-5061,Nature Publishing Group,149,7.309,Medicine
Nephrology & Urology,Nephrology,Kidney International,0085-2538,1523-1755,Elsevier B.V.,392,4.13,Medicine
Nephrology & Urology,Nephrology,American Journal of Kidney Diseases,1523-6838,0272-6386,W.B. Saunders,705,3.024,Medicine
Nephrology & Urology,Urology,Nature Reviews Urology,1759-4812,1759-4820,Nature Research,979,2.466,Medicine
Nephrology & Urology,Urology,Journal of Urology,0022-5347,1527-3792,Wolters Kluwer Health,1187,2.213,Medicine
Nephrology & Urology,Urology,European Urology Focus,2405-4569,,Elsevier B.V.,1648,1.86,Medicine
Nephrology & Urology,Urology,BJU International,1464-4096,1464-410X,John Wiley and Sons Inc,2166,1.588,Medicine
Nephrology & Urology,Urology,European Urology Open Science,2666-1683,2666-1691,Elsevier B.V.,2182,1.579,Medicine
Nephrology & Urology,Nephrology,Kidney International Reports,2468-0249,,Elsevier Inc.,2386,1.5,Medicine
Nephrology & Urology,Nephrology,American Journal of Nephrology,1421-9670,0250-8095,S. Karger AG,2697,1.4,Medicine
Nephrology & Urology,Nephrology,Clinical Kidney Journal,2048-8505,2048-8513,Oxford University Press,2724,1.393,Medicine
Nephrology & Urology,Nephrology,"Brain, Behavior, and Immunity - Health",2666-3546,,Elsevier Inc.,3307,1.249,Medicine
Nephrology & Urology,Nephrology,Kidney Research and Clinical Practice,2211-9132,2211-9140,The Korean Society of Nephrology,3774,1.16,Medicine
Neurology,Neurology (clinical),The Lancet Neurology,1474-4465,1474-4422,Elsevier Ltd,62,11.729,Medicine
Neurology,Neurology (clinical),JAMA Neurology,2168-6157,2168-6149,American Medical Association,198,6.237,Medicine
Neurology,Neurology,Sleep Medicine Reviews,1532-2955,1087-0792,W.B. Saunders Ltd,379,4.209,Medicine; Neuroscience
Neurology,Neurology,Annals of Neurology,1531-8249,0364-5134,John Wiley &amp; Sons Inc.,487,3.736,Medicine; Neuroscience
Neurology,Neurology (clinical),"Journal of Neurology, Neurosurgery and Psychiatry",1468-330X,0022-3050,BMJ Publishing Group,576,3.379,Medicine
Neurology,Neurology (clinical),Journal of Prevention of Alzheimer's Disease,2274-5807,2426-0266,Elsevier Masson s.r.l.,691,3.04,Medicine
Neurology,Neurology,Neurology: Neuroimmunology and NeuroInflammation,2332-7812,,Lippincott Williams and Wilkins Ltd.,711,3.008,Medicine; Neuroscience
Neurology,Neurology,Movement Disorders,0885-3185,1531-8257,John Wiley &amp; Sons Inc.,723,2.988,Medicine; Neuroscience
Neurology,Neurology (clinical),Neurology,0028-3878,1526-632X,Lippincott Williams and Wilkins,1025,2.401,Medicine
Neurology,Neurology,Epilepsia,1528-1167,0013-9580,Wiley-Blackwell Publishing Ltd,1046,2.371,Medicine; Neuroscience
Neurology,Neurology (clinical),Alzheimer's and Dementia: Translational Research and Clinical Interventions,2352-8737,,John Wiley and Sons Inc,1261,2.146,Medicine
Neurology,Neurology (clinical),Neurotherapeutics,1933-7213,1878-7479,Elsevier B.V.,1355,2.063,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
Neurology,Neurology,Neurobiology of Disease,1095-953X,0969-9961,Academic Press Inc.,1417,2.009,Neuroscience
Neurology,Neurology (clinical),Brain Pathology,1015-6305,1750-3639,Wiley-Blackwell,1498,1.958,Medicine; Neuroscience
Neurology,Neurology (clinical),Spine Journal,1529-9430,1878-1632,Elsevier Inc.,1508,1.954,Medicine
Neuroscience,Neuroscience (miscellaneous),Nature Neuroscience,1097-6256,1546-1726,Nature Research,70,11.197,Neuroscience
Neuroscience,Neuroscience (miscellaneous),Nature Reviews Neuroscience,1471-0048,1471-003X,Springer Nature,95,9.331,Neuroscience
Neuroscience,Biological Psychiatry,The Lancet Psychiatry,2215-0374,2215-0366,Elsevier Ltd,145,7.458,Medicine; Neuroscience
Neuroscience,Neuroscience (miscellaneous),Annual Review of Neuroscience,0147-006X,1545-4126,Annual Reviews Inc.,155,7.112,Neuroscience
Neuroscience,Neuroscience (miscellaneous),Neuron,1097-4199,0896-6273,Cell Press,177,6.755,Neuroscience
Neuroscience,Cellular and Molecular Neuroscience,Nature Reviews Neurology,1759-4766,1759-4758,Nature Research,221,5.828,Medicine; Neuroscience
Neuroscience,Behavioral Neuroscience,Nature Human Behaviour,2397-3374,,Nature Publishing Group,246,5.537,Neuroscience; Psychology
Neuroscience,Cellular and Molecular Neuroscience,Molecular Neurodegeneration,1750-1326,,BioMed Central Ltd,253,5.488,"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
Neuroscience,Neuroscience (miscellaneous),Trends in Neurosciences,0166-2236,1878-108X,Elsevier Ltd,316,4.726,Neuroscience
Neuroscience,Biological Psychiatry,Biological Psychiatry,0006-3223,1873-2402,Elsevier Inc.,322,4.684,Neuroscience
Neuroscience,Cognitive Neuroscience,Trends in Cognitive Sciences,1879-307X,1364-6613,Elsevier Ltd,340,4.506,Neuroscience; Psychology
Neuroscience,Cellular and Molecular Neuroscience,Acta Neuropathologica,0001-6322,1432-0533,Springer Science and Business Media Deutschland GmbH,348,4.483,Medicine; Neuroscience
Neuroscience,Cellular and Molecular Neuroscience,Molecular Psychiatry,1476-5578,1359-4184,Springer Nature,416,4.022,"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
Neuroscience,Cellular and Molecular Neuroscience,Translational Neurodegeneration,2047-9158,,BioMed Central Ltd,462,3.85,Medicine; Neuroscience
Neuroscience,Cellular and Molecular Neuroscience,Alzheimer's and Dementia,1552-5279,1552-5260,John Wiley and Sons Inc,515,3.6,Medicine; Neuroscience
Nursing,Advanced and Specialized Nursing,Diabetes Care,1935-5548,0149-5992,American Diabetes Association Inc.,185,6.566,Medicine; Nursing
Nursing,Nursing (miscellaneous),International Journal of Nursing Studies,1873-491X,0020-7489,Elsevier Ltd,805,2.819,Nursing
Nursing,Advanced and Specialized Nursing,Stroke,1524-4628,0039-2499,Wolters Kluwer Health,880,2.659,Medicine; Neuroscience; Nursing
Nursing,"Issues, Ethics and Legal Aspects",Journal of Nursing Regulation,2155-8264,2155-8256,Elsevier Inc.,1828,1.743,Nursing
Nursing,Leadership and Management,Journal of Nursing Management,0966-0429,1365-2834,John Wiley and Sons Ltd,1901,1.706,Nursing
Nursing,Community and Home Care,Public Health Reviews,2107-6952,0301-0422,Frontiers Media SA,2414,1.491,Medicine; Nursing
Nursing,"Issues, Ethics and Legal Aspects",Nursing Ethics,0969-7330,1477-0989,SAGE Publications Ltd,2487,1.469,Nursing
Nursing,Nursing (miscellaneous),Journal of Advanced Nursing,0309-2402,1365-2648,Wiley-Blackwell Publishing Ltd,2705,1.398,Nursing
Nursing,Nursing (miscellaneous),International Nursing Review,1466-7657,0020-8132,Wiley-Blackwell Publishing Ltd,2830,1.364,Nursing
Nursing,Nursing (miscellaneous),Patient,1178-1653,1178-1661,Springer Science + Business Media,2946,1.336,Nursing
Nursing,Maternity and Midwifery,Women and Birth,1871-5192,1878-1799,Elsevier B.V.,3018,1.318,Medicine; Nursing
Nursing,Nursing (miscellaneous),BMC Nursing,1472-6955,,BioMed Central Ltd,3201,1.272,Nursing
Nursing,Leadership and Management,Journal of Healthcare Leadership,1179-3201,,Dove Medical Press Limited,3238,1.264,"Business, Management and Accounting; Medicine; Nursing"
Nursing,Critical Care Nursing,Intensive and Critical Care Nursing,0964-3397,1532-4036,Churchill Livingstone,3466,1.218,Nursing
Nursing,Nursing (miscellaneous),Nursing Outlook,1528-3968,0029-6554,Elsevier Inc.,3576,1.195,Nursing
Nutrition & Food Science,Food Science,Comprehensive Reviews in Food Science and Food Safety,1541-4337,,John Wiley and Sons Inc,745,2.935,Agricultural and Biological Sciences
Nutrition & Food Science,Food Science,Advances in Nutrition,2156-5376,2161-8313,Elsevier B.V.,905,2.591,Agricultural and Biological Sciences; Medicine; Nursing
Nutrition & Food Science,Food Science,Annual Review of Food Science and Technology,1941-1413,1941-1421,Annual Reviews Inc.,955,2.503,Agricultural and Biological Sciences
Nutrition & Food Science,Food Science,Critical Reviews in Food Science and Nutrition,1549-7852,1040-8398,Taylor and Francis Ltd.,1199,2.2,Agricultural and Biological Sciences; Engineering; Medicine
